time,event,agent_id,task_id,note
0.0,start,0,0,
0.0,refuse,1,1,
0.0,start,2,2,
0.0,refuse,3,3,
7.208,land,2,2,
7.208,start,2,4,
15.0,refuse,1,1,
15.0,refuse,3,3,
26.643,land,0,0,
26.643,refuse,0,5,
30.0,start,1,1,
30.0,refuse,3,3,
41.643,refuse,0,5,
45.0,refuse,3,3,
56.643,refuse,0,5,
60.0,refuse,3,3,
71.643,refuse,0,5,
75.0,refuse,3,3,
86.643,start-bypass,0,5,
90.0,refuse,3,3,
105.0,refuse,3,3,
120.0,refuse,3,3,
127.757,land,1,1,
127.757,start,1,6,
134.631,conflict-at-land,2,4,
135.0,refuse,3,3,
142.989,land,1,6,
142.989,start,1,7,
149.418,land,1,7,
149.418,start,1,8,
149.631,refuse,2,4,
150.0,refuse,3,3,
164.631,refuse,2,4,
165.0,refuse,3,3,
179.631,refuse,2,4,
180.0,refuse,3,3,
194.631,refuse,2,4,
195.0,refuse,3,3,
209.631,refuse,2,4,
210.0,refuse,3,3,
224.631,refuse,2,4,
225.0,refuse,3,3,
239.631,refuse,2,4,
240.0,refuse,3,3,
254.631,refuse,2,4,
255.0,refuse,3,3,
269.631,refuse,2,4,
270.0,refuse,3,3,
284.631,refuse,2,4,
285.0,refuse,3,3,
299.631,refuse,2,4,
300.0,refuse,3,3,
314.631,refuse,2,4,
315.0,refuse,3,3,
329.631,refuse,2,4,
330.0,refuse,3,3,
344.631,refuse,2,4,
345.0,refuse,3,3,
359.631,refuse,2,4,
360.0,refuse,3,3,
374.631,refuse,2,4,
375.0,refuse,3,3,
389.631,refuse,2,4,
390.0,refuse,3,3,
404.631,refuse,2,4,
405.0,refuse,3,3,
419.631,refuse,2,4,
420.0,refuse,3,3,
434.631,refuse,2,4,
435.0,refuse,3,3,
449.631,refuse,2,4,
450.0,refuse,3,3,
464.631,refuse,2,4,
465.0,refuse,3,3,
479.631,refuse,2,4,
480.0,refuse,3,3,
494.631,refuse,2,4,
495.0,refuse,3,3,
509.631,refuse,2,4,
510.0,refuse,3,3,
524.631,refuse,2,4,
525.0,refuse,3,3,
539.631,refuse,2,4,
540.0,refuse,3,3,
554.631,refuse,2,4,
555.0,refuse,3,3,
569.631,refuse,2,4,
570.0,refuse,3,3,
584.631,refuse,2,4,
585.0,refuse,3,3,
599.631,refuse,2,4,
600.0,refuse,3,3,
614.631,refuse,2,4,
615.0,refuse,3,3,
629.631,refuse,2,4,
630.0,refuse,3,3,
644.631,refuse,2,4,
645.0,refuse,3,3,
659.631,start-bypass,2,4,
660.0,refuse,3,3,
675.0,refuse,3,3,
690.0,refuse,3,3,
705.0,refuse,3,3,
718.566,land,0,5,
718.566,start-bypass,0,9,
720.0,start-bypass,3,3,
766.348,torn,0,5,task 9's last-writer-wins overwrite of HISTORY.rst silently discarded task 5's landed edit
766.348,land,0,9,
766.348,refuse,0,10,
781.348,refuse,0,10,
791.738,torn,2,9,task 4's last-writer-wins overwrite of HISTORY.rst silently discarded task 9's landed edit
791.738,land,2,4,
791.738,refuse,2,11,
796.348,refuse,0,10,
806.738,refuse,2,11,
811.348,start-bypass,0,10,
821.738,refuse,2,11,
826.876,land,0,10,
826.876,start-bypass,0,12,
836.738,refuse,2,11,
851.738,refuse,2,11,
866.738,refuse,2,11,
881.738,refuse,2,11,
896.738,start-bypass,2,11,
937.444,torn,2,4,task 11's last-writer-wins overwrite of HISTORY.rst silently discarded task 4's landed edit
937.444,torn,2,10,task 11's last-writer-wins overwrite of requests/__init__.py silently discarded task 10's landed edit
937.444,land,2,11,
937.444,start,2,13,
944.308,conflict-at-land,2,13,
959.308,start,2,13,
966.229,conflict-at-land,2,13,
981.229,start,2,13,
987.968,conflict-at-land,2,13,
1002.968,start,2,13,
1007.98,conflict-at-land,2,13,
1022.98,start,2,13,
1028.319,conflict-at-land,2,13,
1043.319,start,2,13,
1049.131,conflict-at-land,2,13,
1064.131,start,2,13,
1068.79,conflict-at-land,2,13,
1083.79,start,2,13,
1089.404,conflict-at-land,2,13,
1104.404,start,2,13,
1109.122,conflict-at-land,2,13,
1124.122,start,2,13,
1129.255,conflict-at-land,2,13,
1144.255,start,2,13,
1149.966,conflict-at-land,2,13,
1164.966,start-bypass,2,13,
1171.175,land,2,13,
1171.175,start,2,14,
1182.186,conflict-at-land,2,14,
1197.186,start-bypass,2,14,
1209.136,land,2,14,
1209.136,start,2,15,
1222.109,land,2,15,
1222.109,refuse,2,16,
1237.109,refuse,2,16,
1252.109,refuse,2,16,
1267.109,refuse,2,16,
1282.109,refuse,2,16,
1297.109,refuse,2,16,
1312.109,refuse,2,16,
1327.109,refuse,2,16,
1342.109,refuse,2,16,
1357.109,refuse,2,16,
1372.109,refuse,2,16,
1387.109,refuse,2,16,
1402.109,refuse,2,16,
1417.109,refuse,2,16,
1422.46,torn,0,11,task 12's last-writer-wins overwrite of HISTORY.rst silently discarded task 11's landed edit
1422.46,torn,0,14,task 12's last-writer-wins overwrite of docs/index.rst silently discarded task 14's landed edit
1422.46,land,0,12,
1422.46,start-bypass,0,17,
1432.109,refuse,2,16,
1437.607,torn,0,12,task 17's last-writer-wins overwrite of MANIFEST.in silently discarded task 12's landed edit
1437.607,land,0,17,
1437.607,start,0,18,
1447.109,refuse,2,16,
1454.621,land,0,18,
1454.621,refuse,0,19,
1462.109,refuse,2,16,
1469.621,refuse,0,19,
1477.109,refuse,2,16,
1484.621,refuse,0,19,
1492.109,refuse,2,16,
1499.621,refuse,0,19,
1507.109,refuse,2,16,
1514.621,refuse,0,19,
1522.109,refuse,2,16,
1529.621,refuse,0,19,
1537.109,refuse,2,16,
1544.621,refuse,0,19,
1552.109,refuse,2,16,
1559.621,refuse,0,19,
1567.109,refuse,2,16,
1574.621,refuse,0,19,
1582.109,refuse,2,16,
1589.621,refuse,0,19,
1597.109,refuse,2,16,
1604.621,refuse,0,19,
1612.109,refuse,2,16,
1619.621,refuse,0,19,
1627.109,refuse,2,16,
1634.621,refuse,0,19,
1642.109,refuse,2,16,
1649.621,refuse,0,19,
1657.109,refuse,2,16,
1664.621,start-bypass,0,19,
1672.109,refuse,2,16,
1687.109,refuse,2,16,
1702.109,refuse,2,16,
1717.109,refuse,2,16,
1732.109,start-bypass,2,16,
1752.497,land,2,16,
1752.497,start,2,20,
1800.09,land,2,20,
1800.09,refuse,2,21,
1815.09,refuse,2,21,
1830.09,refuse,2,21,
1844.633,torn,0,16,task 19's last-writer-wins overwrite of requests/__init__.py silently discarded task 16's landed edit
1844.633,torn,0,17,task 19's last-writer-wins overwrite of setup.py silently discarded task 17's landed edit
1844.633,land,0,19,
1844.633,start,0,22,
1845.09,refuse,2,21,
1852.947,land,0,22,
1852.947,refuse,0,23,
1860.09,refuse,2,21,
1867.947,refuse,0,23,
1875.09,refuse,2,21,
1882.947,refuse,0,23,
1890.09,refuse,2,21,
1897.947,refuse,0,23,
1905.09,refuse,2,21,
1912.947,refuse,0,23,
1920.09,refuse,2,21,
1927.947,refuse,0,23,
1935.09,refuse,2,21,
1942.947,refuse,0,23,
1950.09,refuse,2,21,
1957.947,refuse,0,23,
1965.09,start-bypass,2,21,
1972.947,refuse,0,23,
1987.947,refuse,0,23,
2002.947,refuse,0,23,
2017.947,refuse,0,23,
2032.947,refuse,0,23,
2047.947,refuse,0,23,
2050.538,torn,2,19,task 21's last-writer-wins overwrite of requests/__about__.py silently discarded task 19's landed edit
2050.538,land,2,21,
2050.538,refuse,2,24,
2062.947,refuse,0,23,
2065.538,refuse,2,24,
2077.947,refuse,0,23,
2080.538,refuse,2,24,
2092.947,refuse,0,23,
2095.538,refuse,2,24,
2107.947,refuse,0,23,
2110.538,refuse,2,24,
2122.947,refuse,0,23,
2125.538,refuse,2,24,
2137.947,refuse,0,23,
2140.538,refuse,2,24,
2152.947,refuse,0,23,
2155.538,refuse,2,24,
2167.947,refuse,0,23,
2170.538,refuse,2,24,
2182.947,refuse,0,23,
2185.538,refuse,2,24,
2197.947,refuse,0,23,
2200.538,refuse,2,24,
2212.947,refuse,0,23,
2215.538,refuse,2,24,
2227.947,refuse,0,23,
2230.538,refuse,2,24,
2242.947,refuse,0,23,
2245.538,refuse,2,24,
2257.947,refuse,0,23,
2260.538,refuse,2,24,
2272.947,refuse,0,23,
2275.538,refuse,2,24,
2287.947,refuse,0,23,
2290.538,refuse,2,24,
2302.947,refuse,0,23,
2305.538,refuse,2,24,
2317.947,refuse,0,23,
2320.538,refuse,2,24,
2332.947,refuse,0,23,
2335.538,refuse,2,24,
2347.947,refuse,0,23,
2350.538,refuse,2,24,
2362.947,refuse,0,23,
2365.538,refuse,2,24,
2377.947,refuse,0,23,
2380.538,refuse,2,24,
2392.947,refuse,0,23,
2395.538,refuse,2,24,
2407.947,refuse,0,23,
2410.538,refuse,2,24,
2422.947,refuse,0,23,
2425.538,start-bypass,2,24,
2435.052,torn,2,21,task 24's last-writer-wins overwrite of setup.py silently discarded task 21's landed edit
2435.052,land,2,24,
2435.052,start,2,25,
2437.947,refuse,0,23,
2439.902,land,2,25,
2439.902,start,2,26,
2445.559,conflict-at-land,2,26,
2452.947,refuse,0,23,
2460.559,start,2,26,
2467.299,conflict-at-land,2,26,
2467.947,refuse,0,23,
2482.299,start,2,26,
2482.947,refuse,0,23,
2487.689,conflict-at-land,2,26,
2497.947,refuse,0,23,
2502.689,start,2,26,
2509.957,conflict-at-land,2,26,
2512.947,refuse,0,23,
2524.957,start,2,26,
2527.947,refuse,0,23,
2530.607,conflict-at-land,2,26,
2542.947,refuse,0,23,
2545.607,start,2,26,
2549.848,conflict-at-land,2,26,
2557.947,refuse,0,23,
2564.848,start,2,26,
2572.228,conflict-at-land,2,26,
2572.947,refuse,0,23,
2587.228,start,2,26,
2587.947,refuse,0,23,
2591.49,conflict-at-land,2,26,
2602.947,refuse,0,23,
2606.49,start,2,26,
2613.949,conflict-at-land,2,26,
2617.947,refuse,0,23,
2619.7,torn,3,13,task 3's last-writer-wins overwrite of docs/user/advanced.rst silently discarded task 13's landed edit
2619.7,land,3,3,
2619.7,refuse,3,27,
2628.949,start,2,26,
2632.947,refuse,0,23,
2634.7,refuse,3,27,
2635.91,conflict-at-land,2,26,
2647.947,refuse,0,23,
2649.7,refuse,3,27,
2650.91,start,2,26,
2655.606,conflict-at-land,2,26,
2662.947,refuse,0,23,
2664.7,refuse,3,27,
2670.606,start,2,26,
2676.844,conflict-at-land,2,26,
2677.947,refuse,0,23,
2679.7,refuse,3,27,
2691.844,start,2,26,
2692.947,start-bypass,0,23,
2694.7,refuse,3,27,
2696.307,conflict-at-land,2,26,
2709.7,refuse,3,27,
2711.307,start,2,26,
2717.253,conflict-at-land,2,26,
2724.7,refuse,3,27,
2732.253,start,2,26,
2737.414,conflict-at-land,2,26,
2739.7,refuse,3,27,
2752.414,start-bypass,2,26,
2754.7,refuse,3,27,
2756.901,torn,2,3,task 26's last-writer-wins overwrite of requests/sessions.py silently discarded task 3's landed edit
2756.901,land,2,26,
2756.901,start,2,28,
2769.7,refuse,3,27,
2770.703,conflict-at-land,2,28,
2784.7,refuse,3,27,
2785.703,start,2,28,
2799.7,refuse,3,27,
2799.772,conflict-at-land,2,28,
2814.7,refuse,3,27,
2814.772,start,2,28,
2825.92,conflict-at-land,2,28,
2829.7,refuse,3,27,
2840.92,start,2,28,
2844.7,refuse,3,27,
2849.395,conflict-at-land,2,28,
2859.7,refuse,3,27,
2864.395,start,2,28,
2874.7,refuse,3,27,
2876.669,conflict-at-land,2,28,
2889.7,refuse,3,27,
2891.669,start,2,28,
2902.289,conflict-at-land,2,28,
2904.7,refuse,3,27,
2915.979,torn,0,26,task 23's last-writer-wins overwrite of requests/sessions.py silently discarded task 26's landed edit
2915.979,land,0,23,
2915.979,refuse,0,29,
2917.289,start,2,28,
2919.7,refuse,3,27,
2930.979,refuse,0,29,
2932.275,land,2,28,
2932.275,refuse,2,30,
2934.7,refuse,3,27,
2945.979,refuse,0,29,
2947.275,refuse,2,30,
2949.7,refuse,3,27,
2960.979,refuse,0,29,
2962.275,refuse,2,30,
2964.7,refuse,3,27,
2975.979,refuse,0,29,
2977.275,refuse,2,30,
2979.7,refuse,3,27,
2990.979,refuse,0,29,
2992.275,refuse,2,30,
2994.7,refuse,3,27,
3005.979,refuse,0,29,
3007.275,refuse,2,30,
3009.7,refuse,3,27,
3020.979,refuse,0,29,
3022.275,refuse,2,30,
3024.7,refuse,3,27,
3035.979,refuse,0,29,
3037.275,refuse,2,30,
3039.7,refuse,3,27,
3050.979,refuse,0,29,
3052.275,refuse,2,30,
3054.7,refuse,3,27,
3065.979,refuse,0,29,
3067.275,refuse,2,30,
3069.7,refuse,3,27,
3080.979,refuse,0,29,
3082.275,refuse,2,30,
3084.7,refuse,3,27,
3095.979,refuse,0,29,
3097.275,refuse,2,30,
3099.7,refuse,3,27,
3110.979,refuse,0,29,
3112.275,refuse,2,30,
3114.7,refuse,3,27,
3125.979,refuse,0,29,
3127.275,refuse,2,30,
3129.7,refuse,3,27,
3140.979,refuse,0,29,
3142.275,refuse,2,30,
3144.7,refuse,3,27,
3155.979,refuse,0,29,
3157.275,refuse,2,30,
3159.7,refuse,3,27,
3170.979,refuse,0,29,
3172.275,refuse,2,30,
3174.7,refuse,3,27,
3185.979,refuse,0,29,
3187.275,refuse,2,30,
3189.7,refuse,3,27,
3200.979,refuse,0,29,
3202.275,refuse,2,30,
