corpus,substrate,agents,temperament,seed,tasks_requested,tasks_landed,tasks_abandoned,sim_seconds,throughput_per_hour,wasted_lines,conflict_incidents,time_to_land_median_s,evidence_completeness,torn_tree_incidents,drop_merges,drop_binary,drop_oversize
py-library,B02,4,cooperative,1,200,200,0,16708.268,43.092438,4914,350,0.000,0.555000,70,188,17,1
