corpus,substrate,agents,temperament,seed,tasks_requested,tasks_landed,tasks_abandoned,sim_seconds,throughput_per_hour,wasted_lines,conflict_incidents,time_to_land_median_s,evidence_completeness,torn_tree_incidents,drop_merges,drop_binary,drop_oversize
py-library,C,4,impatient,2,200,45,155,1001.687,161.727166,48151,155,0.000,1.000000,0,298,17,1
